NN
RL
RLT
RT
R
SNPRK
SNPR
SPR
STRP
T
SKSN
SKSN
TS
TKN
TKNS
TKN
TN
A
T
FSN
F
SF
A
A
L
N
NN
NL
N
A
KS
A
TR
L
NN
R
PL
F
LN
LN
NR
NR
K
KK
KS
K
KK
KN
KNS
KNN
KN
KNP
KNT
K
KR
KRT
KS
K
KSF
KPR
KPR
KPLT
K
K
KRST
KL
KL
KL
KNN
KNN
KNN
KN
KNS
K
KR
KRPRK
KRL
KRLNT
KRL
KRNN
KRT
KRS
KRSN
KRSTRN
KR
KS
KSN
KSN
K
KFN
KTR
KTR
K
KP
KL
KLF
KNT
KN
KN
KNTL
KNS
KNL
KNS
KNSN
KNFNT
KNN
KN
KT
K
KN
KS
K
KRNN
KRNN
KL
KLS
KL
KNL
KNN
K
KPN
KPF
KPN
KT
KPN
KRN
KRF
KR
KRTK
KRKT
KRS
KSNT
KSLRT
KS
KS
KTR
KTS
KTR
KTR
K
KL
KN
KTKF
KL
L
L
LPK
LPT
LP
LPRN
LPR
LT
LTN
LF
LF
LKS
LKN
LK
LNT
L
LN
LN
LL
LN
LN
LNN
LNPR
LNT
LNT
LNR
LNKR
LN
LN
LNL
LNL
LNN
LN
LNS
LNP
LN
LN
LNT
LNTR
LNT
LN
LNS
LNS
LN
LNS
L
L
LP
LPT
LKNS
LR
LRKN
LRTN
LR
LRT
LR
LR
LS
LSP
LTL
LT
LTR
LTRST
LTR
LF
LFRTN
LFS
LF
LFR
LF
L
L
LN
LP
LP
LPK
LPR
LPKR
LPL
LPLT
LPN
LPNS
LPNS
LPNS
LPNS
LPN
LPN
LPN
LPN
LPRT
LPRN
LPRL
LPRL
LPRNK
LPRS
LPRS
LPRSN
LPRN
LPK
LPN
LPFR
LP
LPRK
LP
LP
LPR
LPK
LP
LPL
LPN
LPR
LPR
LPRT
LPRT
LPRTNK
LPRK
LPRK
LPRKN
LPRK
LPRSK
LPRS
LPRK
LPRN
LPRN
LPRNS
LPR
LPR
LPRS
LPRSN
LPRT
LPRT
LPRTL
LPRTR
LPRT
LPRT
LPRT
LPRTN
LPRTN
LPRTN
LPRT
LPRTN
LPRS
LPRSN
LPRSN
LPRTS
LPRT
LPRS
LPR
LP
LPN
LPR
LPTRS
LPS
LPLR
LPN
LPNKR
LPN
LPN
LPNSN
LPN
LPS
LPSTN
LPTR
LPTR
LPS
LPS
LPSRS
LP
LPN
LPN
LPNT
LPR
LPRS
LPRN
LPRNS
LPRKT
LPRNT
LPRKT
LPRKSN
LPRSN
LPRK
LPRKT
LPRNK
LPRTN
LPR
LPRKT
LP
LPRN
LP
LPKRK
LPRS
LPRKR
LPRKRK
LPR
LPS
LP
LKT
LKL
LKLT
LKN
LKNTR
LKNTR
LKNTR
LKNTR
LKRS
LKRS
LKRS
LKR
LKST
LKTR
LKSR
LS
LST
LSR
LK
LKN
LST
LST
LSN
LSN
LSNTR
LSN
LSS
LSFR
LKSR
LKK
LKN
LKNSL
LKRN
LKRN
LKRT
LKSR
LKT
LKFR
LKKS
LKSR
LT
LT
LTP
LTK
LTK
LTN
LTN
LTN
LTP
LTP
LTRNT
LTS
LTF
LTF
LT
LTS
LT
LT
LTK
LTKR
LTN
LTNTRFR
LTR
LTRTS
LTRT
LTRT
LTRFR
LTRNK
LTRNN
LTRS
LTRSN
LTRTN
LT
LT
LTN
LTNKR
LTS
LT
LTS
LTRT
LTRTK
LTRT
LTRK
LTRTK
LTRK
LTRN
LSTT
LTFRT
LT
L
L
LS
LS
LS
LK
LKSN
LT
L
LN
LF
LKT
LKR
LKR
LKS
LNTR
LNTR
LNTRS
LNTRS
LNTRN
LNTR
L
LS
LKN
LKS
LKSNTRF
LKSNTRFS
LKSNN
LKSF
LKSS
LKSK
LL
LN
LNN
LNN
LN
LN
LN
LN
LN
LNKR
LNKSTR
L
LKN
LR
LRS
LRT
LRT
LS
LSNTR
LS
LS
LS
LSR
LS
LS
LS
LSN
LSNTR
LSNTR
LSNTRN
LSNTR
LSNTRN
LS
LS
LS
LSTR
LFT
LFSS
LFL
LFN
LKS
LKS
LKSTR
LKSKS
LKSNTR
LKSNTRSN
LKSNTR
LKSNTR
LKSNTR
LKSNTRS
LKSNTR
LKSNTR
LKSNTRF
LKSNTRFS
LKSNN
LKSTS
LKS
LKSN
LKS
LKSS
LKSS
LKSPLS
LKSN
LKS
L
LF
LFFR
LFN
LFRT
LFR
LFTLF
LFLT
LF
LFRS
LFRS
LFRS
LFRS
LFS
LF
LF
LFR
LFR
LFN
LFLN
LFNN
LFN
LFNS
LFNSK
LFNS
LFNS
LFNS
LFRT
LFRT
LFRT
LFRSN
LFR
LFR
LFSN
LFSN
LFSTT
LFT
LKN
LKR
LKRN
LKS
LK
LK
LK
LKR
LKR
LKR
LKNT
LKSL
LK
LKR
LKR
LKR
LKRS
LKR
LKT
LKRN
LKRN
LKR
LKR
LTT
LTF
L
LKN
LNPR
LRP
LSN
LNT
L
L
LPT
LK
LN
LS
LPSS
LPRT
LP
LPSK
LPRNT
LS
LKNTR
LS
LS
LK
LS
LK
L
LN
LR
LF
LK
LSS
LKN
LN
LNN
LNNT
LN
LN
LNNT
LN
LNTKN
LN
LT
LT
LT
LPRT
LP
LPR
LR
LRS
LRS
LS
LS
LS
LS
LS
LS
LSN
LS
LS
L
LKS
LF
LST
LN
LNL
LS
L
LK
LKN
LKN
LKN
LKR
LKF
LKTP
LKTP
LKNS
LKR
LKNN
LKRT
L
L
LPNT
LPK
LTN
L
LN
LR
LL
LN
LNN
LNP
LNN
LNNK
LN
LNT
LNSN
LR
LR
LRT
LRTS
LRTS
LS
LF
LPK
LP
LPR
LPRT
LPR
LPRKT
LPRTN
LPRTN
LPRK
LPRKS
LKN
LKK
LKRN
LKT
LTFR
LT
LTR
LTRTK
LTRTK
LTRT
L
LPK
LS
L
LK
LKR
LKR
LKT
LKR
LKR
LKRT
LKRT
LKRT
LKRS
LKR
LKRN
LKR
LL
LN
LNN
LNNT
LNNK
LNN
LNR
LNN
LNNT
LN
LNPK
LNPK
LNPRK
LNPRNT
LNP
LNT
LNTR
LNTRF
LNSN
LNSPK
LNSFRT
LR
LRTNK
LRTNKS
LRLKN
LRS
LRT
LRTN
LR
LS
LSS
LS
LT
LF
LFT
LKS
L
LN
LFRT
LFR
LKR
LKR
LKR
LKR
LKR
LKT
LKR
LKR
LNS
LSR
L
L
LPN
LK
LKK
L
LKR
LKR
LKT
LNN
LN
LNTR
LNK
LNKR
LNKN
LNKTN
LNSN
L
LS
LSN
LS
LSTR
LSTN
LNN
LNNT
LNNTNKR
LNN
LNRS
LNNTNKR
LNR
LNN
LNNT
LNT
L
LSK
LSK
LN
LR
LRT
LR
LS
LT
LT
LT
LF
L
LFN
LPRT
LRT
LRT
LRK
LRTK
LS
LSPRK
LSPRKS
LSPR
LSS
LSNN
LSP
LSP
LSPK
LSTN
LSTT
LSP
LSFRT
LTN
LTP
LN
LNPK
LNS
LR
LFRT
LFN
LFN
LFT
LFRT
L
LN
LSN
LN
LN
LNK
LNT
LNTR
LNKR
LNKR
LNN
LNNT
LNNS
LNN
LNNS
LNNSN
LNNSR
LNRS
LNRS
LNRS
LNR
LNRT
LNRT
LNS
LNSN
LNS
LNSR
LNS
LNS
LNSN
LNSR
LNS
LNPRK
LN
LNT
LNT
LNTN
LNT
LN
LNKNTR
LNN
LNNS
LNNTRS
LNNTRS
LNNTRS
LNNTNKR
LNNKR
LNR
LNRS
LNRK
LNR
LNS
LNSTK
LNTR
LNT
LNKRN
LNR
LNRL
LNRL
LNRN
LNL
LN
LNTF
LNTFR
LNN
LNNT
LNN
LNNR
LNNT
LNNTSR
LNNT
LNN
LNR
LNR
LNS
LNSF
LNKST
LNS
LNSTT
LNSTT
LNSTRN
LNSF
LN
LNR
LNT
L
L
LFS
L
L
LS
LS
LS
LS
LN
LNR
LNR
LN
LN
LNK
LNK
LN
LNS
LNS
LNS
LR
LS
LTP
LT
L
L
LS
LPK
LPR
LPRN
LPRN
LPRFK
LPRS
LPRSTN
LPRT
LPTR
LF
LFN
LFNS
LFNS
LP
LPN
LPN
LPSR
LPK
LPS
LPK
LKTN
LKSR
LKST
LKS
LRT
LRT
LRTK
LS
LST
LSPRK
LST
LSKR
LST
LSKR
LSL
LSLNN
LST
LSPR
LSPRK
LSPRKS
LSPR
LSTRF
LSN
LSPT
LST
LSN
LSRF
LSK
LSNR
LSS
LSN
LSNK
LSP
LSLPN
LSNN
LSPRK
LSPRKS
LSN
LSP
LSPK
LSPK
LSPF
LSPR
LSTT
LSTT
LSTT
LSTN
LSTR
LSTN
LSTT
LSTRN
LSN
LSP
LSFRT
LT
LTTN
LTF
LTFR
LT
LTNN
LTNR
LTNRN
LTNR
LTNR
LTNR
LTN
LTRS
LTFL
LTSN
LTN
LTNR
LTNS
LTNS
LTN
LTN
LTN
LTNPK
LTNPNR
LTNPRK
LTNPRKR
LTNPRN
LTNPRNT
LTNPRK
LTNPRKR
LTNTRF
LTNF
LTNFN
LTNF
LTNR
LTPTR
LTR
LTRKT
LTR
LTR
LTRNN
LTRNT
LTRS
LTS
LTFKT
LTFLS
LTKLPRS
LTS
LTSR
LTT
LTNR
LTN
LTR
LTR
LTSR
LTF
LTF
LTLS
LTS
LTS
LTS
LTK
LTTR
LTR
LTR
LTR
LTR
LTR
LTK
LTL
LTNR
LTNR
LTNS
LTN
LTS
LTSR
LTLNT
LTNR
LTNN
LTNN
LTNR
LTNR
LTNLR
LTNR
LTNR
LT
LTPL
LTPL
LTPL
LTN
LTNR
LTNR
LTNNT
LTN
LTNN
LTRFR
LTNN
LTPTR
LTRK
LTRKTR
LTRNKR
LSL
LSLR
LSLR
LSNN
LSTT
LSTTR
LSTT
LTN
LTN
LTN
LTR
LTS
LTFTR
LTFS
LT
L
LRT
LRS
L
LS
LK
LKNS
LNPK
LN
LKT
LF
LFNS
LFR
LFR
LFRT
LFRN
LFRT
LFR
LFRNK
LFRS
LFRS
LFRN
LFR
LFRN
LFR
LFL
LFN
LFR
LFR
LFRS
LFR
LFRNS
LFR
LFRS
LFRSN
LFS
LFSTT
LFSTFR
LF
LFS
LF
LF
LFN
LFR
LFTRS
LFTRS
LFLR
LFN
LFN
LFN
LFR
LFRS
LFS
LFS
LFTR
LFT
LFSR
LFS
LFSRS
LFRT
LFSTT
LFN
LFN
LFRT
LFRT
LF
LFL
LFS
LFN
LFN
LFT
LFRT
L
L
LSK
LSRN
LSNR
LST
LSN
LSP
LSKR
N
N
NPL
NPL
NKR
NK
NKR
NT
NT
NT
NT
NT
NT
NT
NTN
NTR
NK
NKR
NLPRT
NLF
NLFTN
NL
NN
NNS
NNT
NNT
NN
NNKF
NN
NN
NNS
NNT
NNT
NNT
NNT
NNT
NNL
NR
NR
NRL
NRNT
NR
NR
NRLS
NRL
NR
NRS
NR
NS
NS
NSN
NS
NT
NT
NTNKL
NT
NT
NTN
NTR
NTRT
NTS
NTL
NFS
NFS
N
N
NSN
NSN
NPK
NPKR
NPRSNN
NPT
NP
NPR
NPRK
NPRKR
NPRNN
NPRS
NPRSL
NPRSN
NPRT
NPL
NPLR
NP
NPRN
NPRSK
NPS
NPR
NPR
NPRTK
NPRS
NPRSTR
NPRS
NPR
NPRS
NPRK
NPRK
NPRS
NPRS
NPRS
NPRSL
NPRST
NPRS
NPRS
NPRSN
NPRSN
NPRS
NPRSS
NPRS
NPRS
NPRS
NPRSK
NPRS
NPRS
NPRS
NPS
NPL
NPRK
NPRK
NPRK
NPRN
NPS
NPS
NTL
NTL
NTR
NTR
NT
NT
NT
NT
NT
NTR
NL
NL
NN
NR
NK
NLNK
NL
NLNK
NL
NL
NLT
NLS
NLNK
NLNK
NN
NN
NNT
NNT
NNT
NNTL
NNTLR
NNTLR
NNTL
NNT
NNKL
NNSN
NNT
NNT
NNT
NR
NRL
NR
NRK
NRKN
NRKNRS
NRKN
NRK
NRN
NRN
NR
NRLNK
NRNN
NR
NRSN
NR
NS
NSPR
NS
NSKT
NST
N
NSK
NS
NSL
NSKT
N
NN
NN
NS
NK
NK
NKN
NKS
NT
NT
NTN
N
NL
NF
NK
NK
NK
NKN
NKR
NL
NLKR
NL
NN
NN
NN
NN
NNN
NNF
NNF
NT
NT
NT
NR
NR
NRLT
NR
NR
NRN
NRKNN
NS
NSN
NS
NT
NT
NTRN
NT
NT
NLN
NLF
NLR
NLN
NLNK
NLNK
NLNK
NN
NN
NR
NR
NL
NN
NR
NRNN
NRNN
NTR
NRT
NRT
NRT
NN
NNS
N
N
NK
NT
NT
NT
NT
N
NL
NLS
NN
NNT
NNT
NNT
NNS
NNSN
NR
NR
NR
NRL
NRL
NRS
NRS
NR
NRL
NRN
NRN
NRNN
NRS
NRS
NRS
NRS
NRS
NRS
NR
NS
NS
NT
NT
NR
NPRN
NPRN
NPR
NP
NPR
NP
NP
NPF
NPNS
NPT
NPR
NP
NRN
NRN
NRN
NRN
NRK
NRN
NR
NS
NSPK
NSPR
NSPR
NSLR
NSTN
NSTL
NSL
NSF
NSLR
NSL
NSPKR
NSPK
NSPKR
NSTT
NSTR
NSTRTN
NSTRNK
NSTS
NTR
NTNN
NTFR
NNSN
NNSN
NNRT
NR
NS
NFK
N
NT
NT
NKS
N
N
NPL
NPTF
NKR
NSLT
NKNS
NKNST
NKNSTS
NKNSTPLS
NKNST
NR
NLK
NL
NN
NN
NN
NNT
NN
NN
NN
NNN
NNS
NNTRNN
NS
NS
NST
NSTS
NSTS
NSTS
NSTS
NSTSTS
NSTS
NSTS
NSTSPLS
NSTS
NTR
NFLT
N
NK
NKR
NKRF
NSL
NSLT
NSL
NKT
NK
NKNT
NKR
NKRS
NKNT
NSK
NSL
NSR
NSS
NKR
NKK
NKN
NSRN
NSTL
NT
NT
NTPL
NTL
NTLN
NTLR
NTLR
NTLS
NTR
NTR
NTFRT
NT
NTSL
NT
NTL
NTLN
NTL
NTLNN
NTR
NTR
NTRPRK
NTRK
NTRK
NTRR
NTRS
NTRKN
NTRK
NTRL
NTRL
NTRLK
NTRNN
NTRNN
NTRSN
NTRS
NTRS
NTRSN
NTRSN
NTRSN
NTRT
NTRTN
NTRFLT
NTS
NTSN
NTKSLR
NT
NTNK
NTN
NTS
NTLR
NT
NT
NT
NTLN
NTLN
NTLSK
NTN
NTNN
NTR
NTRF
NTRFR
NTF
NTR
NTRK
NTRK
NTRT
NTRT
NTRTS
NTR
NTRK
NTRS
NTRS
NTRSK
NTRSK
NTRSK
NTRSK
NTRS
NTR
NTR
NTRSK
NTRTS
NTR
NTRN
NTRN
NTRS
NTRSN
NTRSN
NTRSN
NTRS
NTRSN
NTRT
NTRT
NTR
NTRN
NTRF
NTRK
NTR
NTRN
NTRS
NTRK
NTRK
NTRN
NTRL
NTRL
NTRN
NTRN
NTRT
NTRT
NTRTL
NTR
NTRS
NTRPNT
NTRS
NTRSN
NTRSK
NTRSK
NTRSN
NTRS
NTRT
NTRT
NTR
NTRS
NTRF
NTRFS
NTRFSK
NTRFSN
NTR
NTRF
NTR
NTRSK
NTRN
NTRN
NTRNS
NTRS
NTRK
NTRK
NTR
NTRS
NTRS
NTR
NTRKS
NTRKT
NTRNK
NTRNK
NTRN
NTRN
NTRL
NTRN
NTRT
NTRTS
NTRS
NTRSN
NTRST
NTRL
NTRKS
NTRL
NTR
NTRS
NTRF
NTRN
NTRNK
NTRNK
NTRS
NTRSK
NTRSK
NTRSK
NTRFK
NTRSN
NTRLS
NTRLNS
NTRS
NTRSK
NTRS
NTRSKFS
NTRS
NTR
NTRSK
NTRSK
NTRSK
NTRSSK
NTRSSK
NTRSFSK
NT
NTR
NT
NTR
NT
N
N
NL
NL
NN
NNN
NN
NRSN
NS
NS
NST
NSPRKR
NFLT
N
NS
NFNK
NFLT
NFNSN
NFS
NK
NKNRK
NKR
NKRN
NKRT
NKRL
NK
NKL
NKL
NKLKS
NKLKS
NKLSTR
NKLPK
NKL
NKLR
NKLS
NKLT
NKLT
NKL
NKLK
NKLK
NKLK
NKLKL
NKLTS
NKLL
NKLL
NKLN
NKLN
NKLN
NKLN
NKLS
NKLT
NKL
NKL
NKL
NKLT
NKL
NKL
NKLF
NKLN
NKLN
NKLPLS
NKLS
NKLSNT
NKLT
NKL
NKLF
NKLS
NKLS
NKLS
NKLS
NKN
NKNNT
NKR
NKRN
NKRR
NKRFR
NKRNN
NKRNN
NKRNR
NKRN
NKRS
NKRSTN
NKRT
NKFN
NKL
NK
NKN
NK
NKR
NKLR
NKLT
NKLT
NKLL
NKN
NKL
NKL
NKLT
NKLT
NKLNT
NKL
NKL
NKLPRKR
NKLPRNT
NKLNR
NKLN
NKLR
NKLS
NKLS
NKLTN
NKL
NKLN
NKLN
NKL
NKLN
NKN
NKN
NKN
NKT
NKT
NKF
NKRNT
NKRK
NKRSN
NKRSN
NKRN
NKR
NKST
NKSTT
NKSTN
NKSTNN
NKSTRN
NKTN
NK
NKR
NKLF
NKN
NKN
NKS
NKL
NKS
NKFN
NKL
NLT
NRN
N
NPL
NPS
NK
NST
NST
NK
NK
NT
NL
NL
NL
NN
NN
NNS
NNSN
NL
NS
NS
NSNF
NT
NS
NN
NK
NKL
NKNPR
NKNPRNT
NKNPRNT
NKNPRK
NKN
NKNN
NKN
NKR
NKRS
NKRSN
NKFS
NKLN
NKL
NKNR
NKN
NKR
NKRN
NKRN
NKN
NLF
NL
NLKR
N
N
NPL
NPL
NL
NL
NNL
NN
NNT
NRN
NRN
NS
N
NR
NKN
NN
NR
NRN
NS
NS
NS
NSL
NS
NT
NT
NPL
NSKRK
NSL
NKRK
NN
NNK
NN
NS
NSN
N
NN
NN
NRN
NNST
NNST
NS
N
NN
NNF
NNNS
NRF
NSK
NS
NSLT
NSLT
NSR
NSRT
NSR
NSR
NS
NSPK
NSPR
NSPR
NSS
NSS
NSL
NSL
NSLN
NSLN
NSLNNT
