refined_soundex
A184
A18468
A17
A134
A1617
A16
A165
A13
A12
A1398
A13
A17
A178
A1784
A17
A175
A17
A176849
A1788
A179
A173
A176
A178
A1784
A174
A1786
A18
A189
A186
A18
A1
A14
A167
A172
A1783
A176
A18
A183
A185
A16
A196
A198
A16
A16
A146
A172
A1738
A1869
A156
A1
A163
A17871
A19
A198
A1988
A1983
A19838
A19838
A1988
A1986
A198
A1983
A1948
A198
A198353
A1988
A198
A1982
A1982
A1982
A19823
A198265
A19835
A19865
A1983
A1983
A1983
A1983
A19838
A1988
A19863
A19
A1936
A194
A197
A1983
A19
A199
A193
A19
A192
A19
A19
A198
A198
A193
A197
A194
A197
A197
A1938
A19
A198
A19863
A198
A1936
A1953
A195
A1958
A195
A19
A1378
A1378
A139
A139
A139
A139
A139
A138
A1368
A1368
A16
A16
A163
A1
A17
A18
A1139
A1139
A16
A14
A17
A17
A1488
A1457
A186
A139
A1783
A1863
A1865
A1863
A1865
A186
A196
A1381
A16
A168
A156
A1
A3
A33
A368
A38
A3819
A3829
A39
A33
A38
A396
A396
A36
A369
A369
A38
A396
A39
A326
A38
A33
A37
A3886
A396
A3968
A3989
A393
A393
A3
A317
A316
A31
A36
A3
A368
A37
A383
A39
A396
A39
A39
A36
A36
A36
A326
A326
A323
A325
A3
A327
A3
A3
A333
A38
A39
A365
A31949
A3
A38184
A3
A3717
A38
A3813
A39
A338
A3
A37
A373
A37
A38
A38
A339
A388
A3
A384
A39
A396
A398
A33
A368
A368194
A369
A369194
A3692
A32
A3549
A369
A398
A396
A3
A367
A36
A3
A37
A373
A3738
A38
A39
A39194
A396
A393836
A39786
A397
A397
A3988
A3988
A393
A3938
A396
A3
A383
A338
A33
A3786
A378
A379
A373
A37
A378
A388
A388
A396
A3
A378
A31
A31
A337
A33
A32
A381
A38
A39
A396
A396
A398
A393
A336
A36
A35
A35296
A35
A3596
A3527
A3522
A35
A3578
A3536
A353613
A3536
A39
A39
A39
A3988
A393
A39
A39
A3
A363
A363838
A368
A32
A38
A386
A31
A3
A6
A63
A6
A69
A649
A63
A67
A68
A68
A6863
A688
A6833
A6833
A6833
A68353
A68353
A68
A683
A683
A683
A6865
A685
A68
A683
A688
A683
A683
A683
A683
A6865
A683
A6863
A68335
A68
A6883
A68173
A683
A682
A6823
A6835
A683
A683
A6838
A683
A683
A6838
A68
A683
A68
A688
A68
A683
A683
A6
A69
A63
A66
A66
A6
A6
A6
A633
A635
A61
A6
A6
A69
A68
A683
A686
A69
A68
A6
A697
A697
A6938
A63
A63
A63
A6
A63
A636
A6
A64
A68468
A63
A638
A6788
A679
A67
A6
A68
A685
A66
A63
A63
A6
A6
A61
A61
A664
A6
A643
A63
A6387
A67
A67194
A673
A67
A6796
A675
A67
A6788
A6788
A6789
A67886
A673
A673194
A6731949
A6738
A6731949
A67368
A68
A68
A68
A68
A684
A6898
A68
A686
A6
A614
A69
A6976
A6976
A6976
A6988
A6988
A693
A6938
A63
A638
A638
A63
A63
A6684
A67
A67
A68
A68
A6
A68
A68
A6
A683
A646
A649
A64938
A68
A68
A639
A6
A61
A61
A633
A6
A67
A648
A67
A67
A68
A6872
A6169
A63
A638
A65
A64
A6488
A64686
A63938
A638
A6383
A63838
A6338
A6338
A67
A678
A678
A67
A6788
A679
A67
A678468
A683
A689
A688
A689
A68
A672
A672
A67238
A671
A671
A6713
A67138
A67138
A6713
A68
A6863
A683
A686
A68
A68
A683
A69
A6948
A6986
A6986
A698
A6948
A698
A698
A6983
A698
A698
A6983
A69838
A69858
A6963
A697
A698
A698
A6929
A636
A636
A636
A638
A6
A616
A667
A68
A63
A6387
A628
A6286
A62837
A67
A6
A658
A19376
A1
A139
A17
A1
A6
A4969
A
A763
A784
A8349
A89
A17
A98
A963
A9
A3139
A3788
A3788
A3788
A31
A217
A272
A2869
A267
A293
A266
A276
A276
A2769
A286
A273
A27913
A273
A276
A2769
A2769
A283
A2986
A2986
A27
A23
A248
A22
A22
A274
A274
A288
A2
A271
A284
A288
A283
A298
A2931
A29
A293
A2938
A296
A29
A239
A239
A239
A261
A2683
A268
A2
A257
A257
A4
A46
A44
A4
A4488
A48
A488
A483
A41
A416
A49
A498
A496
A497
A497
A43
A46
A461
A46
A468
A4598
A45
A41
A418
A41
A417
A4173
A4184
A437
A461
A4
A4
A47
A48
A48
A48
A48196
A489
A483
A486
A49
A493
A4969
A4968
A4
A497
A43
A479
A48
A49
A493
A438
A46
A49
A4
A448
A4488
A43
A4598
A47
A4
A43
A479
A48
A483
A49
A43
A47
A479
A478
A478
A476
A476
A47
A471
A486
A4886
A48
A487
A487
A489
A483
A483
A483
A486
A48
A48
A4869
A4863
A48
A487
A488
A489
A483
A4
A447
A47
A4837
A48
A48
A418
A49
A436
A436
A4368
A43687
A4368
A4368
A4368
A436
A4368
A428
A41
A418
A49
A49886
A4982
A493
A497
A495
A49
A496
A4968
A497
A498
A493
A493
A4936
A4936
A4936
A49
A4937
A4936
A497
A49838
A49
A498
A4986
A493
A4691
A4
A46
A46
A47
A48
A43
A43223
A4
A46
A467
A46
A4
A46
A479
A49
A493
A49
A447
A4479
A49
A44
A47
A479
A479
A479
A479
A4796
A479
A478
A47
A475
A48
A484
A4876
A484
A48
A49
A493
A479
A4865
A4863
A4865
A48
A493
A4933
A49
A493
A496
A43
A436
A436
A4368
A4368
A436
A4
A4
A4184
A4
A438
A488
A4884
A
A1
A6
A6
A76
A86
A86
A98
A98
A988
A96
A368
A3
A66
A98
A98
A6
A
A98
A98
A983
A
A8
A9
A7
A7194
A7198
A71986
A71986
A71936
A7
A7276
A789
A78
A79
A793
A79389
A796
A73
A72
A7276
A7276
A7498
A7498
A78
A78
A78
A788
A7
A7536
A793
A7933
A73749
A7366
A736986
A73698
A736
A78
A77
A7293
A86
A86
A868
A86
A865
A88
A86
A89
A864
A86
A8623
A8
A8
A8
A88
A89
A896
A
A7
A77
A76
A88
A58
A9
A986
A98638
A986
A98765
A9875
A983
A986
A984
A986
A983
A38
A38
A384
A4
A86
A8
A
A3
A37
A39
A3849
A6
A6
A67
A6
A6
A7
A489
A9
A38
A383
A3
A38
A383
A388
A78
A73
A7
A72
A7
A73
A79
A7196
A73
A7363
A7396
A763
A8
A88
A89
A8
A83
A88
A83
A8
A8
A81869
A83
A84
A849
A87
A834
A837
A837
A8396
A8
A8
A3
A19313
A96
A93
A9
A946
A996
A996
A98468
A9
A97
A976
A96
A9
A38194
A3819
A319
A3691
A6
A6338
A6338
A63
A638
A6383
A638
A68
A
A6
A258
A
A5
A4
A44
A47
A48
A488
A487
A48
A4
A45
A4
A469
A47
A488
A49
A417
A42
A478
A478
A489
A489
A3
A34
A33
A3
A33
A38
A3863
A388
A38
A381
A386
A3
A39
A396
A33
A3
A35
A319
A319
A3176
A3
A3
A3936
A37
A37
A37
A388
A388
A388
A38
A383
A3
A39
A39194
A397
A39786
A397
A3988
A396
A393
A3938
A393698
A39
A33
A338
A338
A3
A328
A369
A369
A3
A31
A37
A372
A386
A38
A38
A3867
A383
A387
A383
A3838
A3886
A388
A38
A36
A3
A38
A33
A3
A3988
A3988
A37
A373
A37
A387
A388
A3
A318
A312
A318
A36
A318
A398
A39
A39
A3964
A3946
A393
A386
A3796
A3
A3
A369
A363
A369
A369
A3
A37
A38
A364
A37
A7
A7
A714
A716
A71
A7198
A719
A76
A768
A72
A72
A743
A748
A74
A786
A7
A78
A78
A77
A78
A78
A788
A7819
A786
A786
A789
A7849
A78
A78
A787
A787
A788
A78
A783
A781
A78
A78
A786
A7869
A786
A78
A783
A785
A78
A785
A7
A7
A71
A716
A7585
A79
A7938
A7968
A79
A796
A79
A79
A73
A731
A767
A76
A769
A76936
A769
A72
A72968
A725
A72
A79
A7
A7
A7
A78
A71
A71
A713
A719
A7139
A717
A71764
A718
A7183
A7183
A7183
A7185
A718
A718
A718
A718
A7196
A7198
A7197
A7197
A71984
A7193
A7195
A71938
A7198
A714
A718
A7129
A71
A7193
A71
A71
A719
A713
A71
A717
A718
A719
A719
A7196
A7196
A719684
A7194
A7194
A71948
A7194
A7193
A7193
A7193
A7198
A7198
A71985
A719
A719
A7193
A71938
A7196
A7196
A71967
A71969
A7196
A7196
A7196
A71968
A71968
A71968
A7196
A71968
A71963
A719638
A719638
A71963
A7196
A71965
A719
A71
A718
A719
A71695
A715
A7179
A718
A71849
A718
A718
A71838
A718
A713
A71368
A7169
A7169
A7165
A715
A71593
A71
A718
A718
A7186
A719
A7193
A7198
A71985
A71936
A71986
A71936
A7193638
A719638
A7193
A71946
A71984
A71968
A719
A71936
A71
A7198
A714
A71595
A7195
A71949
A719595
A719
A713
A71
A736
A737
A7376
A738
A73869
A73869
A73869
A73869
A7393
A7395
A7395
A739
A7336
A7369
A7359
A73
A736
A739
A73
A738
A736
A736
A738
A738
A73869
A738
A733
A7329
A7339
A733
A738
A73837
A7398
A7398
A7396
A7339
A736
A7329
A735
A7359
A76
A76
A761
A763
A764
A768
A768
A768
A761
A761
A76986
A763
A762
A762
A76
A765
A76
A76
A763
A7649
A768
A7686929
A769
A76963
A7696
A7696
A76929
A76983
A76988
A7693
A76938
A76968
A76
A76
A768
A76849
A763
A76
A763
A7696
A76964
A7696
A7693
A76964
A7694
A7698
A76366
A7696
A76
A7
A7
A73
A73
A73
A73
A738
A76
A7
A78
A72
A746
A749
A749
A75
A74869
A74869
A748693
A748695
A748698
A74869
A74
A743
A738
A73
A738692
A7386935
A7388
A732
A733
A733
A77
A78
A788
A788
A78
A78
A78
A78
A78
A7839
A783369
A7
A758
A79
A793
A796
A796
A73
A73869
A73
A73
A73
A739
A73
A73
A73
A738
A73869
A73869
A738698
A73869
A738698
A73
A73
A73
A7369
A726
A7253
A77
A78
A75
A75
A7569
A7533
A75869
A7586938
A75869
A75869
A75869
A758693
A75869
A75869
A758692
A7586935
A7588
A7563
A75
A758
A75
A753
A753
A75173
A7538
A75
A7
A72
A7229
A728
A7296
A729
A7267
A7276
A72
A7293
A7295
A7293
A7293
A723
A72
A72
A729
A729
A728
A7278
A7288
A728
A7283
A72833
A7283
A7283
A7285
A7296
A7296
A7296
A729638
A729
A729
A7238
A7238
A72366
A726
A748
A749
A7498
A745
A74
A74
A74
A749
A749
A749
A7486
A7457
A74
A749
A749
A749
A7493
A749
A746
A7498
A7498
A749
A749
A766
A762
A74
A738
A7819
A791
A738
A786
A7
A7
A716
A74
A78
A73
A7133
A7196
A71
A7153
A71986
A73
A73869
A73
A73
A73
A73
A73
A7
A78
A79
A72
A74
A7653
A738
A78
A788
A7886
A78
A78
A7886
A78
A78648
A78
A76
A76
A76
A7196
A71
A719
A79
A793
A795
A73
A73
A73
A73
A73
A73
A738
A73
A765
A7
A75
A72
A756
A748
A7487
A7463
A74
A73
A738
A738
A738
A739
A7324
A7361
A7361
A7383
A739
A7388
A7396
A7
A7
A7186
A714
A768
A7
A78
A79
A77
A78
A788
A781
A788
A7884
A78
A786
A7838
A79
A79
A796
A7963
A7963
A73
A7
A714
A71
A719
A7196
A719
A71946
A71968
A71968
A7193
A7193
A738
A733
A7398
A736
A7629
A76
A769
A76964
A76964
A7696
A7
A713
A73
A7
A74
A749
A749
A746
A749
A749
A7496
A7496
A7496
A7495
A749
A7498
A749
A77
A78
A788
A7886
A7884
A788
A789
A788
A7886
A78
A7813
A7814
A78194
A781986
A781
A786
A7869
A78692
A7838
A78313
A78396
A79
A79684
A796843
A79748
A793
A796
A7968
A79
A73
A733
A73
A76
A72
A726
A75
A7
A78
A7296
A729
A749
A749
A749
A749
A749
A746
A749
A749
A7863
A739
A7
A7
A718
A73
A733
A7
A749
A749
A746
A788
A78
A7869
A784
A7849
A7848
A78468
A7838
A7
A73
A738
A73
A7369
A7368
A788
A7886
A7886849
A788
A7893
A7886849
A789
A788
A7886
A786
A7
A73
A73
A78
A79
A796
A79
A73
A76
A76
A76
A7
A7
A718
A7196
A796
A796
A793
A7964
A73
A73193
A73193
A7319
A733
A7388
A731
A731
A7313
A7368
A7366
A731
A7396
A768
A761
A78
A7814
A783
A79
A796
A78
A78
A76
A796
A7
A78
A738
A78
A78
A783
A786
A7869
A7849
A7849
A788
A7886
A7883
A788
A7885
A78858
A78859
A7893
A7895
A7895
A789
A7896
A7896
A783
A7838
A783
A7839
A783
A783
A7858
A7859
A785
A78194
A78
A786
A786
A7868
A786
A784
A783869
A788
A7883
A788693
A788695
A788695
A7886849
A78849
A789
A7895
A7893
A789
A783
A78363
A7869
A786
A78498
A789
A7897
A7897
A7898
A787
A78
A7862
A78629
A788
A7886
A788
A7889
A7886
A788639
A7886
A788
A789
A789
A783
A783
A78536
A783
A78366
A78366
A783698
A783
A78
A7849
A786
A7
A7
A723
A7
A7
A73
A73
A73
A73
A78
A789
A789
A78
A78
A784
A784
A78
A783
A785
A785
A79
A73
A761
A76
A7
A7
A75
A714
A719
A7198
A7198
A71923
A7193
A719368
A7196
A7169
A71
A718
A7183
A7183
A71
A718
A718
A7159
A714
A713
A713
A7568
A7539
A7536
A755
A796
A796
A7964
A73
A736
A73193
A736
A7349
A736
A7339
A737
A73788
A736
A7319
A73193
A73193
A7319
A73692
A738
A7316
A736
A738
A7392
A733
A7389
A733
A738
A7384
A731
A73718
A7388
A73193
A73193
A738
A731
A7313
A7314
A731
A7319
A7366
A7366
A7366
A7368
A7369
A7368
A7366
A73698
A738
A731
A7396
A76
A7668
A762
A7629
A76
A7688
A7689
A76898
A7689
A7689
A7689
A768
A7693
A7627
A7658
A768
A7689
A7683
A7683
A768
A768
A768
A76813
A768189
A768194
A7681949
A768198
A7681986
A768194
A7681949
A768692
A7682
A76828
A7682
A7689
A76169
A769
A76946
A769
A769
A76988
A76986
A7693
A763
A76246
A76273
A7647193
A763
A7639
A766
A7689
A768
A769
A769
A7639
A762
A762
A7675
A763
A763
A763
A763
A7669
A769
A769
A769
A769
A769
A764
A767
A7689
A7689
A7683
A768
A763
A7659
A76786
A7689
A7688
A7688
A7689
A7689
A76879
A7689
A7689
A76
A7617
A7617
A7617
A768
A7689
A7689
A76886
A768
A7688
A76929
A7688
A76169
A7693
A769369
A769849
A7637
A76379
A76379
A76388
A76366
A763669
A76366
A768
A768
A768
A769
A763
A76269
A763
A76
A7
A796
A795
A7
A73
A73
A7383
A7814
A78
A756
A72
A7283
A729
A729
A7296
A7298
A7296
A729
A72984
A7293
A7295
A7298
A729
A7298
A729
A727
A728
A729
A729
A7295
A729
A72985
A729
A7293
A72938
A723
A72366
A723629
A72
A725
A72
A72
A728
A729
A72693
A72695
A7279
A728
A728
A728
A729
A7295
A723
A723
A7269
A726
A7259
A725
A72593
A7296
A72366
A78
A78
A796
A796
A7
A77
A73
A78
A78
A76
A796
A7
A7
A754
A7598
A7589
A756
A758
A751
A7549
A8
A8
A817
A817
A839
A83
A839
A86
A86
A86
A86
A86
A86
A86
A868
A869
A83
A839
A87196
A872
A87268
A87
A88
A883
A886
A886
A88
A883
A88
A88
A883
A886
A886
A886
A886
A886
A887
A89
A89
A897
A8986
A89
A89
A8973
A897
A89
A893
A89
A83
A83
A838
A83
A86
A86
A86847
A86
A86
A868
A869
A8696
A863
A867
A823
A8253
A8
A8
A858
A858
A813
A8139
A8196388
A816
A81
A819
A8194
A81949
A81988
A8193
A81937
A81938
A8196
A817
A8179
A81
A8198
A8193
A813
A819
A819
A81964
A8193
A819369
A8195
A819
A8193
A8194
A8194
A8193
A8193
A8193
A81937
A81936
A8193
A8193
A81938
A81938
A8193
A81933
A8193
A8193
A8195
A81953
A8195
A8193
A8193
A813
A817
A8194
A8194
A8194
A8198
A813
A813
A867
A867
A869
A869
A86
A86
A86
A86
A86
A869
A87
A87
A88
A89
A84
A8784
A87
A8784
A87
A87
A876
A873
A8784
A8783
A88
A88
A886
A886
A886
A8867
A88679
A88679
A8867
A886
A8847
A8838
A886
A886
A886
A89
A897
A89
A893
A8938
A893893
A8938
A893
A898
A898
A89
A89784
A8988
A89
A8938
A89
A83
A8319
A83
A8356
A836
A8
A854
A853
A857
A856
A8
A88
A88
A83
A83
A83
A838
A833
A86
A86
A868
A8
A87
A82
A84
A84
A84
A848
A839
A87
A8739
A87
A88
A88
A88
A88
A888
A882
A882
A86
A86
A86
A89
A89
A8976
A89
A89
A898
A89388
A83
A838
A83
A86
A86
A8698
A846
A846
A878
A87
A879
A878
A8784
A8784
A8784
A88
A88
A89
A89
A87
A88
A89
A8988
A8988
A869
A896
A896
A896
A88
A883
A8
A8
A83
A86
A86
A86
A86
A8
A87
A873
A88
A886
A886
A886
A883
A8838
A89
A89
A89
A897
A897
A893
A893
A89
A897
A898
A898
A8988
A893
A893
A893
A893
A893
A893
A89
A83
A83
A86
A86
A89
A8198
A8198
A819
A81
A819
A81
A81
A812
A8183
A816
A819
A81
A898
A898
A898
A898
A893
A898
A89
A83
A8314
A8319
A8319
A8379
A8368
A8367
A837
A832
A8379
A837
A83139
A8314
A83139
A8366
A8369
A836968
A836984
A83665
A869
A8688
A869
A88638
A88638
A8896
A89
A83
A84
A8
A86
A86
A85
A8
A8
A817
A816
A839
A8376
A8483
A84836
A848363
A84836173
A84836
A89
A873
A87
A88
A88
A88
A886
A88
A88
A88
A888
A883
A886988
A83
A83
A836
A8363
A8363
A8363
A8363
A836363
A8363
A8363
A8363173
A8363
A869
A876
A8
A83
A839
A839
A837
A8376
A837
A836
A83
A8386
A839
A8393
A8386
A833
A837
A839
A833
A839
A834
A838
A8398
A8367
A86
A86
A8617
A867
A8678
A8679
A8679
A8675
A869
A869
A86296
A86
A8657
A86
A867
A8678
A867
A86788
A869
A869
A869194
A8693
A8694
A8699
A8693
A86938
A8693
A8697
A8697
A86973
A86988
A86988
A86938
A8693
A8693
A86938
A86938
A86938
A8696
A86968
A86976
A863
A8638
A86579
A86
A8684
A868
A863
A8679
A86
A86
A86
A8678
A8678
A86733
A868
A8688
A869
A8692
A86929
A86
A869
A8693
A8693
A8696
A8696
A86963
A869
A8693
A8693
A8693
A86933
A86933
A86933
A8693
A8693
A869
A869
A8693
A86963
A869
A8698
A8698
A8693
A86938
A86938
A86938
A8693
A86938
A8696
A8696
A869
A8698
A8692
A8694
A869
A8698
A8693
A86943
A86943
A8698
A8697
A8697
A8698
A8698
A8696
A8696
A86967
A869
A8695
A869186
A8693
A86938
A8693
A8693
A86938
A8693
A8696
A8696
A869
A8693
A869
A8693
A8693
A86938
A869
A8692
A869
A8693
A8698
A8698
A86983
A8693
A8693
A8693
A869
A8693
A8693
A869
A8695
A86946
A86984
A86984
A8698
A8698
A8697
A8698
A8696
A86963
A8693
A86938
A86936
A8697
A8695
A8697
A869
A8693
A8692
A8698
A86983
A86983
A8693
A8693
A8693
A8693
A86923
A86938
A86973
A869783
A8693
A8693
A8693
A86935335
A8695
A869
A86933
A86933
A869543
A86954353
A86954353
A869543
A86
A8649
A864
A869
A86
A8
A84
A87
A87
A88
A888
A88
A8938
A83
A83
A836
A8631949
A876
A8
A85
A8284
A8276
A82838
A823
A84
A84893
A849
A8498
A8496
A8497
A84
A847
A847
A84733
A84733
A847369
A84713
A847
A8479
A8473
A8476
A8476
A847
A8473
A8473
A8473
A84737
A84763
A8477
A8477
A8478
A8478
A8478
A8478
A8473
A8476
A847
A847
A847
A8476
A847
A847
A8472
A8478
A8478
A847173
A8473
A847386
A8476
A847
A8472
A8475
A8473
A8473
A8473
A848
A84886
A849
A8498
A8499
A84929
A84988
A84988
A84989
A8498
A8493
A849368
A8496
A8428
A847
A84
A848
A84
A849
A8479
A8476
A8476
A8477
A848
A847
A847
A8476
A8476
A84786
A847
A847
A8471949
A8471986
A84789
A8478
A8479
A8473
A8473
A84768
A847
A8478
A8478
A847
A8478
A848
A848
A848
A846
A846
A842
A84986
A8493
A84938
A84938
A8498
A849
A8436
A84366
A84368
A843688
A843698
A8468
A84
A849
A8472
A848
A848
A843
A847
A843
A848
A847
A876
A898
A8
A817
A813
A83
A836
A836
A83
A83
A86
A87
A87
A87
A88
A88
A883
A8838
A87
A83
A83
A8382
A86
A843
A848
A83
A837
A83819
A8381986
A8381986
A838193
A838
A8388
A838
A839
A8393
A83938
A8335
A8378
A837
A8389
A838
A839
A8398
A8398
A838
A872
A87
A8739
A8
A8
A817
A817
A87
A87
A887
A88
A886
A898
A898
A83
A8
A89
A838
A88
A89
A898
A83
A83
A83
A837
A83
A86
A86
A817
A8393
A837
A8393
A88
A884
A88
A83
A838
A8
A88
A88
A898
A8856
A8856
A85
A8
A88
A882
A8883
A892
A833
A83
A8376
A8376
A839
A8396
A839
A839
A83
A8313
A8319
A8319
A8365
A8365
A837
A837
A8378
A8378
A837886
A8378
A8378
A836
A8365
A837
A837849
A837
A8388
A83719
A838
A8384
A8394
A8313
A8314
A8366
A8366
A8366
A8366
A8366
A836
A8368
A83698
A86
A863
A867
A8673
A86
A869
A86
A86372
A86353
A86
A86
A861
A86
A867
A867
A867
A8671
A8689
A8683
A8619
A869
A863
A8658
A863
A863
A8629
A8675
A868
A868
A868
A8691
A86
A86
A863
A863
A863
A86698
A86
A864
A867
A867
A867
A867
A867
A8678
A868
A868
A8689
A8689
A8689
A8685
A8683
A868
A863
A86367
A8636
A86335
A8633
A867
A8679
A867
A8688
A86
A863
A86487
A868
A8686
A867
A8673
A8673
A8673
A8678
A8678
A8678
A8678
A868
A868
A8683
A8683
A86833
A868
A8687
A86873
A8687
A8686
A8686
A8686
A868494
A868428
A868
A868
A86863
A86863
A8683
A8688
A8685
A86837
A8683
A8683
A86863
A868
A8687
A8686
A86835
A8683
A8688
A8688
A868
A8687
A8683
A8686
A868
A8683
A86863
A8683
A8682
A868173
A8682
A86823
A86835
A8683
A86838
A86838
A8683
A8683
A868
A8688
A868
A869
A863
A863
A86335
A8635
A86353
A868
A8698
A86938
A8698
A86913
A8698
A867
A86
A868
A8683
A8685
A863
A86
A868
A865
A88338
A88638
A8838
A8353
A835335
A829
A89
A89
A8
A879
A89
A88
A88
A85
A85
A8576
A8576
A8576
A8578
A858
A859
A8573
A8578
A8578
A8528
A858
A858
A8576
A8528
A85
A857
A859
A8528
A8576
A856
A859
A8593
A
A3
A8
A6
A8
A4
A8
A1
A13
A136
A1317
A15
A1764
A18
A193
A19
A15
A17
A178
A176
A19
A127
A12718
A12713
A127
A149
A149
A146
A19
A13
A137
A137
A14
A176
A13
A165
A1398
A13
A139
A1384
A1786
A17
A178
A1784
A1
A163
A17
A1789
A1789
A176
A17
A178
A178
A17
A178
A18
A18
A186
A138
A1367
A1367
A136733
A13673
A136763
A136763
A1367173
A13673
A1367
A1
A17
A1718
A17698
A1746
A17498
A1783
A1785
A17
A17
A1788
A17536
A176
A18579
A1938
A196
A1
A13
A17
A17
A1718
A171
A1719
A1719
A171
A17296
A17496
A17496
A1746
A1746
A1783
A1788
A178
A17536
A179
A1768
A176
A176
A17
A1796
A178
A1784
A176
A178
A178
A13
A1988
A19
A195
A197
A197
A197
A1953
A13
A137
A16
A1639
A16
A166
A1639
A169
A1691
A15
A57
A569
A5
A57
A57
A5786
A579
A578
A578
A57
A58843
A58
A59
A9
A9
A91
A91
A91
A918
A91
A91
A918
A93
A938
A96
A96
A92
A926
A943
A94
A94
A948
A948
A9483
A9485
A9486
A945
A9
A9
A93
A98
A95
A94
A933
A93
A9378
A9378
A93
A98
A983
A98
A9817
A9817
A9817
A9817
A9819
A9819
A988
A98
A98
A983
A9831
A983
A986
A986
A986
A986
A98
A986
A984
A984
A984
A9849
A98498
A9819
A982
A984
A983
A98
A982
A986
A9863
A983
A985
A9855
A9
A93
A95
A95
A93
A939
A938
A938
A9386
A936
A96
A968
A96
A9
A94
A94
A95
A95
A92
A928
A924
A9
A95
A95
A91
A913
A915
A917
A918
A9183
A914
A91436
A916
A9169
A9175
A917
A919
A919
A913
A91
A918
A913
A916
A915
A915
A917369
A917
A91
A91436
A9176
A918
A918
A919
A919
A919
A913
A9137
A917
A91686
A9168
A93
A936
A936
A936
A93618
A9388
A9386
A93847
A93847
A939
A939
A939
A93
A934
A937
A937
A93886
A93886
A9385
A938673
A93
A939
A933
A93
A933
A938176
A9381
A938176
A9381
A93847
A9396
A93176
A9317
A93176
A9367
A93638
A93
A939
A93
A93176
A9315
A93176
A93
A9376
A937
A937
A9387
A9376
A9376
A9386
A9386
A936
A93
A934
A93638
A939
A939
A934
A937
A937
A9383
A9384
A93843
A93353
A93
A937
A9398
A933
A939
A939
A933
A96
A9648
A9678
A968
A969
A9678
A96748
A967
A968
A9686
A969
A967
A967
A96849
A969
A963
A9638
A96369
A966
A966
A9658
A967
A9689
A96
A968
A9678
A968
A969
A969
A969
A963
A968
A968
A9639
A9
A9
A93
A917
A9173
A939
A934
A9686
A92
A9296
A946
A996
A996
A93
A954
A97
A9783
A97
A9786
A9783
A978
A9783
A98
A987
A9873
A983
A98194
A9831
A986
A9867
A9867
A9863
A9867
A9869
A9863
A9863
A98638
A986
A987
A9829
A9823
A983
A983194
A983692
A98388
A98389
A9838
A98368
A986
A986
A9863
A98638
A9865
A985
A97
A93
A93
A938
A9633
A965
A927
A9273
A9
A98
A98
A92
A9273
A9278
A9288
A9296
A92368
A926
A941946
A94196
A947
A9481946
A9486
A94868
A9436
A947
A9487
A9481946
A948
A9486
A9486
A9486
A94869
A94868
A94868
A94868
A9486
A94858
A9485
A9493
A9493849
A946
A9463849
A947
A949
A9493
A94
A94
A94885
A948
A946
A946
A9463849
A946
A94923
A9468
A946
A94
A9463
A9473
A9475
A947
A949
A946
A944
A9475
A948
A94858
A94885
A9486
A943
A9436
A94
A947
A9493
A949173
A9493
A996
A9749
A9
A9
A94
A97
A97
A98
A98
A983
A93
A95
A93
A93
A96
A96
A9
A97
A98
A98
A983
A986
A93
A96
A96
A92
A92
A94
A948
A98
A986
A98
A984
A9869
A984
A98468
A98
A98
A97
A98
A93
A93
A9388
A938865
