refined_soundex_vowels
A040930
A0409303
A04090
A04093
A040960
A0403
A040360
A040360
A0403608
A04036080
A040360
A040
A040
A0401084
A040
A040308
A040808
A0408084
A0
A01
A06
A060
A076
A0806
A0806
A0908
A09080
A090808
A096
A03608
A03
A0606
A098
A0980
A060
A0
A098
A0980
A0983
A0
A080
A09
A07
A071094
A071098
A0719086
A0719086
A07190306
A070
A0702076
A070809
A0708
A0709
A07093
A07093809
A07096
A0703
A072
A072076
A072076
A074908
A074908
A0708
A0708
A078
A07808
A070
A075036
A079030
A0790303
A073070409
A073606
A07369086
A0736908
A073060
A0708
A07070
A072093
A0806
A08060
A080608
A08060
A080650
A0808
A0806
A0809
A080604
A08060
A08060203
A08
A080
A080
A0808
A0809
A08096
A0
A070
A07070
A076
A0808
A0508
A09
A09086
A09086308
A09086
A09080765
A0908075
A09083
A09086
A09084
A0986
A0983
A0308
A0308
A03084
A040
A08060
A080
A0
A030
A03070
A0309
A0308409
A06
A060
A06070
A060
A060
A070
A04809
A090
A0308
A03083
A030
A0308
A03083
A03808
A0708
A0703
A070
A0702
A07
A073
A0709
A071096
A0730
A073603
A0730960
A0763
A08
A0808
A0809
A080
A0803
A08080
A083
A08
A080
A08108609
A0803
A0840
A08409
A0870
A083040
A08370
A08370
A0830960
A080
A080
A030
A010931030
A096
A0903
A090
A09406
A09096
A09096
A09084608
A090
A09070
A090760
A0960
A090
A03081094
A0308190
A031090
A036901
A060
A0630308
A0630308
A0603
A06308
A063083
A06308
A0608
A0
A060
A020508
A0
A050
A040
A0404
A04070
A04080
A040808
A040807
A04080
A040
A0405
A040
A046090
A04070
A040808
A04090
A0401070
A04020
A047080
A047080
A048090
A048090
A030
A03040
A03030
A030
A03030
A0308
A03080630
A0308080
A03080
A030810
A030860
A030
A0309
A03096
A03030
A030
A03050
A03109
A031090
A0310706
A030
A030
A030936
A0307
A03070
A03070
A030808
A030808
A030808
A0308
A03083
A030
A0309
A03091094
A030970
A03097086
A030970
A0309808
A030906
A03093
A0309308
A030936908
A03090
A0303
A030308
A030308
A030
A030208
A030609
A030609
A030
A03010
A0307
A030702
A0308060
A0308
A03080
A03086070
A030803
A0308070
A03083
A03083080
A03080860
A0308080
A03080
A03060
A030
A03080
A03030
A030
A0309808
A0309808
A037
A03703
A0370
A03807
A03808
A030
A030108
A030102
A030108
A03060
A03108
A03908
A0390
A0390
A0390640
A0390406
A039030
A030806
A0307906
A030
A030
A03609
A03603
A03609
A03609
A030
A03070
A03080
A0306040
A0307
A07
A070
A0701040
A070106
A07010
A0701908
A070190
A07060
A070608
A07020
A07020
A070403
A070480
A07040
A070806
A070
A07080
A0708
A07070
A0708
A07080
A070808
A0708109
A0708060
A0708060
A0708090
A0708409
A07080
A07080
A0708070
A0708070
A070808
A07080
A070803
A070810
A0708
A07080
A07086
A0708609
A07086
A07080
A070803
A070805
A07080
A070850
A070
A070
A07010
A0701060
A07050805
A0709
A0709308
A0709608
A07090
A070906
A07090
A07090
A0703
A070310
A0706070
A07060
A0706090
A070690360
A070609
A07020
A070209608
A070205
A07020
A0709
A070
A070
A070
A0708
A071
A0710
A071030
A07109
A0710390
A071070
A0710706040
A07108
A0710803
A07108030
A07108030
A0710805
A071080
A071080
A071080
A071080
A07109060
A0710908
A07109070
A07109070
A071090840
A0710903
A0710905
A071090308
A0710908
A071040
A07108
A07102090
A0710
A0710903
A0710
A0710
A07109
A07103
A0710
A071070
A07108
A07109
A071090
A0710960
A0710960
A071096084
A071094
A0710940
A071094080
A0710940
A07109030
A07109030
A07109030
A07109080
A07109080
A07109805
A071090
A071090
A071093
A07109308
A071096
A0710960
A071096070
A07109609
A0710960
A0710960
A0710960
A07109608
A071096080
A071096080
A0710960
A071096080
A0710963
A071096308
A071096308
A07109603
A0710960
A0710965
A071090
A0710
A071080
A07109
A07106905
A07105
A0710709
A07108
A07108409
A071080
A071080
A07108308
A07108
A07103
A07103608
A0710609
A0710690
A071065
A071050
A071050903
A0710
A07108
A071080
A07108060
A07109
A0710903
A071098
A07109805
A07190306
A0719086
A07190306
A07190306308
A071906308
A0719030
A07190406
A0719084
A07190608
A07190
A07190306
A0710
A0710980
A071040
A071050950
A0710905
A07109409
A0710950950
A071090
A07103
A0710
A073060
A073070
A0730760
A073080
A07308609
A073086090
A07308609
A07308690
A0730903
A0730905
A0730905
A073090
A0730306
A0730609
A0730509
A0730
A073060
A073090
A0730
A07308
A07306
A073060
A073080
A073080
A07308609
A073080
A07303
A0730209
A0730309
A07303
A07308
A07308307
A0730908
A073098
A0730960
A0730309
A07306
A0730209
A07305
A0730509
A076
A0760
A076010
A076030
A07604
A076080
A07608
A076080
A076010
A076010
A076090860
A07603
A076020
A076020
A0760
A07605
A0760
A0760
A076030
A0760409
A07608
A07608609209
A07609
A076096030
A07609060
A07609060
A07609209
A07609083
A07609808
A076093
A07609308
A07609608
A0760
A0760
A07608
A07608409
A07603
A0760
A07603
A076906
A07690640
A0769060
A0769030
A07690640
A0769040
A076908
A0763606
A0760960
A0760
A070
A070
A0703
A07030
A07030
A0703
A070308
A07060
A070
A0708
A0702
A0704060
A070490
A070490
A07050
A070408690
A070408690
A0704086903
A0704086905
A07040869080
A070408690
A07040
A070403
A070380
A07030
A0703086902
A07030869035
A07030808
A070302
A070303
A0703030
A07070
A0708
A070808
A0708080
A07080
A07080
A07080
A0708
A07080
A0708309
A0708303690
A070
A070508
A0709
A07093
A07096
A070960
A0703
A070308690
A07030
A07030
A07030
A0703090
A07030
A07030
A07030
A070380
A070308690
A070308690
A07030869080
A070308690
A07030869080
A07030
A07030
A07030
A0703690
A0702060
A07020503
A0707
A07080
A0705
A07050
A07050609
A07050303
A070508609
A070508609308
A070508690
A070508690
A070508690
A0705086903
A070508690
A070508690
A0705086902
A07050869035
A07050808
A07050603
A07050
A070508
A07050
A070503
A070503
A0705010703
A0705308
A07050
A070
A072
A07202090
A072080
A072096
A072090
A0720670
A072076
A0720
A0720903
A0720905
A0720903
A072093
A07203
A072
A0720
A072090
A072090
A072080
A072708
A072808
A072080
A0720830
A072083030
A0720830
A0720830
A0720850
A072096
A072906
A0729060
A072906308
A07290
A07290
A072308
A072308
A0723606
A0726
A07408
A07409
A0740908
A074050
A0740
A0740
A0740
A07409
A074090
A074090
A0740860
A07405070
A0740
A07409
A074090
A074090
A074093
A074090
A07406
A074908
A074908
A074090
A074090
A070606
A070602
A0704
A070308
A0708190
A070910
A070308
A070860
A070
A070
A0701060
A07040
A07080
A0703
A07010303
A07010960
A07010
A07010503
A070190860
A0703
A070308690
A07030
A07030
A07030
A07030
A0703
A070
A0708
A0709
A0702
A0704
A0706503
A070308
A0708
A0708080
A07080860
A07080
A07080
A07080860
A0708
A070860408
A07080
A07060
A07060
A07060
A07010960
A07010
A070109
A07090
A070903
A070905
A0703
A07030
A07030
A07030
A07030
A07030
A070308
A07030
A07065
A070
A0705
A07020
A0705060
A074080
A0740807
A074063
A0740
A0730
A07308
A073080
A07308
A07309
A07302040
A0730601
A0730601
A073083
A073090
A073808
A0730960
A07
A070
A0701086
A0701040
A070608
A070
A0708
A07090
A07070
A0708
A070808
A070810
A070808
A0708084
A0708
A07086
A0708308
A0709
A07090
A07096
A07096030
A07096030
A0703
A070
A071040
A0710
A071090
A071096
A071090
A07190406
A07190608
A07190608
A071903
A071903
A07308
A07303
A073098
A07306
A0760209
A0760
A07609
A07690640
A07690640
A076906
A070
A0701030
A0703
A070
A07040
A070409
A070409
A070406
A070490
A070490
A07049060
A07049060
A07049060
A07049050
A070490
A07049080
A070490
A07070
A0708
A070808
A0708086
A0708084
A070808
A070809
A070808
A0708086
A0708
A07081030
A07081040
A07081094
A070819086
A070810
A070860
A0708609
A07086092
A0708308
A070831030
A070830960
A0709
A07096084
A070960843
A0709070408
A07093
A07096
A0709608
A07090
A0703
A0703030
A07030
A07060
A07020
A0702060
A0705
A070
A07080
A072096
A07290
A07409
A07409
A07409
A07409
A074090
A07406
A07409
A07409
A070863
A070309
A070
A070
A0701080
A0703
A070303
A070
A070490
A070409
A070406
A070808
A0708
A0708609
A07084
A0708409
A0708408
A07084608
A0708308
A070
A0703
A070308
A0703
A0703609
A0703608
A07808
A078086
A07808608409
A07808
A0780903
A07808608409
A07809
A07808
A078086
A07806
A070
A07030
A07030
A0708
A0709
A07096
A07090
A0703
A07060
A0706
A07060
A070
A070
A07108
A071096
A07906
A07906
A079030
A0790640
A073
A0731903
A0731903
A0731090
A073030
A073808
A07301
A07301
A0731030
A073608
A073606
A07301
A0730960
A07608
A07601
A0708
A07081040
A07083
A07090
A07096
A0708
A07080
A0706
A070960
A070
A0708
A070308
A078
A0780
A07803
A078060
A0780609
A0780409
A0780409
A07808
A078086
A0780830
A078080
A0780850
A07808508
A07808509
A0780903
A0780905
A0780905
A078090
A0780906
A07809060
A07803
A0780308
A078030
A0780390
A078030
A078030
A0780508
A0780509
A078050
A0781094
A0780
A078060
A078060
A07806080
A078060
A078040
A0780308609
A07808
A0780803
A0780860903
A0780860905
A0780860905
A07808608409
A07808409
A07809
A0780905
A07809030
A078090
A07803
A078036030
A0780609
A078060
A0784908
A078090
A0780907
A0780907
A0780908
A07870
A0780
A07806020
A078060209
A07808
A078086
A078080
A0780809
A078086
A0780860309
A0780860
A078080
A078090
A078090
A07803
A078030
A0785036
A0783
A0783606
A0783606
A07836908
A078030
A0780
A0780409
A07806
A070
A070
A07023
A070
A070
A0703
A07030
A07030
A07030
A07080
A070809
A0708090
A07080
A0708
A070840
A070840
A07080
A070830
A070850
A070850
A0709
A07030
A0706010
A07060
A070
A070
A07050
A071040
A07109
A0710908
A071098
A0710902030
A071093
A071093608
A071096
A0710609
A0710
A07108
A0710830
A0710830
A0710
A07108
A071080
A0710509
A071040
A0713
A071030
A07506080
A07503090
A075036
A075050
A07906
A07906
A0790640
A073
A073060
A07301903
A073060
A0730409
A073060
A0730309
A073070
A07307808
A07306
A0731090
A0731903
A0731903
A0731090
A0736092
A07308
A073016
A073060
A073080
A0730902
A073030
A0730809
A073030
A073080
A073084
A07301
A07370108
A073808
A07301903
A07301903
A07308
A07301
A0731030
A0731040
A07310
A0731090
A073606
A073606
A073606
A073608
A073609
A073608
A073606
A0736908
A07308
A07301
A0730960
A076
A07606080
A07602
A0760209
A0760
A07608080
A07608090
A0760809080
A07608090
A07608090
A07608090
A07608
A0760903
A07602070
A0760508
A076080
A0760809
A07608030
A0760803
A07608
A076080
A076080
A076081030
A0760810809
A076081094
A07608109409
A076081098
A0760810986
A076081094
A07608109409
A076086092
A0760802
A076080208
A0760802
A0760809
A076010609
A07609
A07609406
A076090
A076090
A07609808
A07609806
A076093
A07603
A07602046
A076207030
A0764071093
A07603
A0760309
A076060
A0760809
A07608
A07609
A07609
A0760309
A07602
A07602
A076075
A076030
A07603
A076030
A07603
A0760609
A07609
A076090
A076090
A076090
A076090
A07604
A076070
A07608090
A07608090
A0760803
A076080
A07603
A0760509
A0767086
A076809
A076808
A076808
A076809
A076809
A07680709
A0768090
A076809
A0760
A0760107
A07601070
A07601070
A07608
A07608090
A07608090
A076080860
A07608
A0760808
A07609209
A0760808
A07610609
A0769030
A0769030609
A076908409
A076307
A07630709
A07630709
A0763808
A0763606
A076360609
A0763606
A07608
A07608
A076080
A076090
A07603
A07620609
A07603
A0760
A070
A0709060
A070905
A070
A07030
A07030
A07030803
A07081040
A07080
A070560
A0720
A0720803
A07209
A072090
A07209060
A0720908
A0720960
A072090
A072090840
A0720903
A0720905
A07209080
A072090
A0720908
A07209
A072070
A07208
A07209
A072090
A0720905
A072090
A07209805
A072090
A072093
A07209308
A07203
A07203606
A0720360209
A0720
A07205
A0720
A0720
A072080
A07209
A07206903
A07206905
A0720709
A07208
A072080
A072080
A072090
A0720905
A07203
A072030
A0720609
A072060
A0720509
A072050
A072050903
A072096
A0723606
A0708
A07080
A07096
A07096
A070
A0707
A0703
A0708
A07080
A0706
A070960
A070
A070
A075040
A07509080
A07508090
A075060
A075080
A075010
A07504090
A08
A080
A0801070
A080170
A080309
A0803
A080309
A0806
A08060
A08060
A08060
A08060
A08060
A08060
A080608
A080609
A08030
A080309
A08071096
A080720
A0807206080
A08070
A0808
A080830
A08086
A080860
A08080
A080830
A0808
A08080
A08083
A08086
A080860
A080860
A080860
A080860
A080807
A0809
A08090
A080907
A08090860
A08090
A08090
A08090703
A0809070
A08090
A0809030
A08090
A08030
A08030
A080308
A0803
A0806
A08060
A0806084070
A08060
A08060
A080608
A0806090
A08069060
A0806030
A0806070
A0802030
A08020530
A080
A080
A080508
A080508
A081030
A0810309
A08109630808
A08106
A0810
A08109
A081094
A08109409
A08109808
A081093
A08109370
A08109308
A081096
A08170
A081709
A0810
A081098
A0810930
A08103
A08190
A08190
A08190640
A081903
A081903609
A081905
A08190
A0819030
A0819040
A0819040
A0819030
A081903
A0819030
A081903070
A081903060
A0819030
A0819030
A081903080
A081903080
A0819030
A08190303
A0819030
A0819030
A081905
A08190503
A0819050
A081903
A0819030
A0813
A08107
A081094
A0810940
A0810940
A081098
A08103
A081030
A08607
A08607
A08609
A08609
A0806
A08060
A08060
A08060
A08060
A0806090
A0807
A08070
A0808
A0809
A08040
A0807084
A08070
A0807084
A08070
A0807
A0807060
A080730
A0807084
A08070830
A08080
A0808
A08086
A080860
A080860
A08086070
A0808607090
A0808607090
A08086070
A08086
A0808407
A0808308
A08086
A080860
A080860
A0809
A080907
A08090
A0809030
A08090308
A080903080930
A080903080
A0809030
A080908
A0809080
A08090
A08097084
A0809808
A08090
A0809308
A08090
A0803
A08031090
A08030
A08035060
A080360
A080
A0805040
A080530
A0805070
A0805060
A080
A0808
A08080
A08030
A0803
A08030
A0803080
A0803030
A0806
A08060
A080608
A080
A0807
A08020
A0804
A08040
A08040
A080408
A080309
A0807
A0807309
A0807
A0808
A08080
A08080
A08080
A080808
A080802
A0808020
A0806
A0806
A08060
A0809
A08090
A0809076
A08090
A08090
A080908
A080930808
A0803
A080308
A0803
A0806
A08060
A08069080
A08406
A084060
A087080
A0870
A08709
A08708
A087084
A087084
A087084
A0808
A0808
A0809
A08090
A0807
A0808
A0809
A0809808
A0809808
A080609
A0809060
A0809060
A0809060
A0808
A08083
A080
A080
A08030
A08060
A08060
A08060
A08060
A080
A08070
A080730
A0808
A08086
A080806
A0808060
A08083
A0808308
A0809
A08090
A08090
A0809070
A0809070
A080903
A0809030
A08090
A0809070
A080908
A080908
A08098080
A080903
A0809030
A0809030
A0809030
A0809030
A0809030
A08090
A0803
A0803
A08060
A0806
A0809
A0810908
A08109080
A081090
A0810
A08109
A0810
A0810
A081020
A0810830
A081060
A081090
A0810
A08908
A089080
A08908
A08908
A089030
A089080
A0890
A083
A0831040
A0831090
A0831090
A0830709
A083608
A083607
A08307
A08302
A083709
A08370
A08310309
A0831040
A08310309
A083606
A083609
A083609608
A08369084
A0836065
A08609
A086808
A08609
A08086308
A08086308
A0808906
A08090
A08030
A0804
A080
A0806
A08060
A0805
A08
A080
A080170
A080160
A080309
A08037060
A0804803
A08048036
A0804803603
A08048036010703
A080480360
A0809
A080730
A08070
A0808
A08080
A0808
A08086
A08080
A08080
A08080
A080808
A080803
A08086090808
A0803
A08030
A08036
A08036030
A0803603
A08036030
A08036030
A08036030603
A08036030
A08036030
A0803603010703
A0803603
A080690
A08076
A080
A0830
A08309
A083090
A08307
A0830706
A08307
A083060
A0830
A0830860
A08309
A083093
A0830860
A083030
A08307
A083090
A083030
A08309
A08304
A083080
A083908
A083607
A086
A0860
A0860170
A08607
A0860708
A08607090
A08607090
A0860705
A086090
A086090
A086020960
A0860
A08605070
A0860
A08607
A0860708
A08607
A08607808
A08609
A086090
A086091094
A0860903
A0860904
A0860909
A0860903
A08609308
A0860930
A086097
A0860970
A08609703
A08609808
A08609808
A08609038
A086093
A0860930
A08609308
A08609308
A08609308
A086096
A08609608
A08609076
A08603
A0860308
A08605709
A0860
A086084
A086080
A08603
A086709
A0860
A0860
A0860
A08607080
A08607080
A08607303
A08608
A0860808
A08609
A086092
A08609209
A0860
A08690
A0869030
A0869030
A0869060
A0869060
A08690603
A08690
A0869030
A086903
A086903
A086903030
A08690303
A08690303
A0869030
A0869030
A08690
A08690
A0869030
A08690603
A08690
A0869080
A0869080
A086903
A08690308
A08690308
A08690308
A0869030
A08690308
A0869060
A0869060
A08690
A086908
A086902
A086904
A08690
A0869080
A086903
A08690403
A08690430
A086908
A0869070
A0869070
A0869080
A0869080
A0869060
A0869060
A086906070
A08690
A0869050
A086901086
A086903
A08690308
A0869030
A0869030
A08690308
A086903
A0869060
A0869060
A08690
A0869030
A08690
A086903
A0869030
A08690308
A08690
A086902
A08690
A0869030
A0869080
A0869080
A08690803
A086903
A0869030
A086903
A08690
A086903
A0869030
A08690
A086905
A086904060
A0869084
A08690840
A0869080
A0869080
A0869070
A086908
A086906
A08690603
A086903
A086903080
A0869036
A0869070
A086905
A086970
A08690
A086903
A086902
A086908
A086908030
A086908030
A086903
A0869030
A0869030
A0869030
A086902030
A0869308
A08690703
A0869070803
A086903
A0869030
A086903
A08690353035
A0869050
A08690
A08690303
A08690303
A086950403
A08695043503
A08695043503
A0869504030
A0860
A0860409
A086040
A086090
A0860
A080
A08040
A08070
A08070
A08080
A0808080
A08080
A0809308
A0803
A08030
A08036
A08063109409
A08076
A080
A0805
A082084
A082076
A08208308
A082030
A084
A084080930
A084090
A08409080
A08409060
A08409070
A0840
A08407
A084070
A084070303
A084070303
A0840703690
A08407103
A084070
A08407090
A0840703
A08407060
A08407060
A084070
A08407030
A08407030
A08407030
A0840703070
A084070603
A08407070
A08407070
A08407080
A08407080
A08407080
A08407080
A0840703
A08407060
A08407
A084070
A084070
A08407060
A084070
A084070
A0840702
A08407080
A08407080
A08407010703
A0840703
A08407030860
A08407060
A084070
A0840702
A08407050
A084073
A08407030
A0840703
A08408
A08408086
A08409
A08409080
A0840909
A084090209
A08409808
A08409808
A08409809
A0840908
A084093
A084093608
A084096
A08402080
A08407
A0840
A084080
A0840
A08409
A08407090
A08407060
A08407060
A08407070
A084080
A084070
A084070
A0847060
A0847060
A0847086
A08470
A08470
A08470109409
A0847019086
A08470809
A084708
A0847090
A084703
A0847030
A08470608
A08470
A084708
A084708
A08470
A084708
A08408
A084080
A084080
A08406
A084060
A084020
A0849086
A084903
A084903080
A084903080
A084908
A08490
