alpha_sis
10000000000000
19000000000000
19470000000000
19000000000000
11521000000000
18100000000000
17410000000000
17410000000000
17020000000000
17400000000000, 16400000000000
17000000000000, 16000000000000
17400000000000, 16400000000000
15210000000000
15940000000000
15142700000000, 15142600000000
15800000000000
15741000000000
15100000000000
13100000000000
13510000000000
13100000000000
13100000000000
12141000000000
12202000000000
12410000000000
12011000000000
12202000000000
14150000000000
14130000000000
14030000000000, 14103000000000
14011000000000
14000000000000
14200000000000
14200000000000
14202000000000
14000000000000
14011000000000
14085100000000
14000000000000, 14100000000000
10000000000000
10210000000000
10000000000000
10200000000000
16300000000000
10521000000000
10200000000000
19000000000000
19000000000000
19100000000000
19100000000000
19100000000000
19100000000000
19150000000000
19140000000000
19100000000000
19400000000000
19620000000000
19500000000000
19500000000000
19200000000000
19270000000000
19200000000000
19210000000000
19400000000000
19400000000000
19492500000000
19470000000000, 19460000000000
19400000000000
19420000000000
19470000000000
19400000000000
19000000000000
19075000000000, 19065000000000
19050000000000
19000000000000
19000000000000
19010000000000
19100000000000
19100000000000
19127500000000
19100000000000
19175000000000, 19165000000000
19134700000000, 19134600000000
19100000000000
19100000000000
19200000000000
19000000000000
19000000000000
19000000000000
19800000000000
19000000000000
19000000000000
19000000000000
19100000000000
19321000000000
19200000000000
19420000000000
19000000000000
19000000000000
19000000000000
19000000000000
19100000000000
19134700000000, 19134600000000
19150000000000
19100000000000
19101000000000
19000000000000
19000000000000
19200000000000
19221000000000
19200000000000
19100000000000
19000000000000
19221000000000
19221000000000
19271200000000
19270000000000, 19260000000000
19100000000000
19000000000000
19212150000000
19212000000000
19200000000000
19100000000000
19100000000000
19100000000000, 19100000000000
19100000000000
19407100000000, 19406100000000
19400000000000
19400000000000
19000000000000
19500000000000
19000000000000
19010000000000
19150000000000
19150000000000
19150000000000
19150000000000
19120000000000
19150000000000
19155000000000
19150000000000
19158100000000
19157200000000
19151000000000
19151000000000
19155300000000
19153100000000
19156940000000
19156100000000
19157140000000, 19156140000000
19157430000000, 19156430000000
19150000000000
19151800000000
19153570000000, 19153560000000
19153570000000, 19153560000000
19153000000000
19152900000000
19152400000000
19157140000000
19154300000000
19154320000000
19150530000000
19150100000000
19159000000000
19100000000000
19150000000000
19150000000000
19120000000000
19143200000000
19100000000000
19150000000000
19120000000000
19100000000000
19150000000000
19100000000000
19100000000000
19100000000000
19150000000000
19150000000000
19150000000000
19151000000000
19150000000000
19150000000000
19157200000000
19151000000000
19157300000000, 19156300000000
19153100000000
19157000000000
19156940000000
19157140000000, 19156140000000
19157430000000, 19156430000000
19157430000000, 19156430000000
19150000000000
19150000000000
19150000000000
19151800000000
19150000000000
19153570000000, 19153560000000
19154300000000
19154300000000
19154320000000
19143200000000
19147328000000, 19146328000000
19143000000000
19143200000000
19105300000000
19000000000000
19000000000000
19400000000000
19900000000000
19700000000000, 19600000000000
19100000000000
19100000000000
19120000000000
19149000000000
19000000000000
19500000000000
19700000000000
19752000000000
19100000000000
19600000000000
19500000000000
19500000000000
19540000000000
19541000000000
19541000000000
19500000000000
19510000000000
19500000000000
19527000000000
19520000000000
19500000000000
19500000000000
19520000000000
19540000000000
19541000000000
19540000000000
19500000000000
19500000000000
19532000000000
19520000000000
19520000000000
19500000000000
19500000000000
19502000000000
19500000000000
19200000000000
19221000000000
19210000000000
19212000000000
19214100000000
19206200000000, 19210620000000, 19207020000000, 19210702000000, 19202000000000, 19210200000000
19200000000000
19260000000000
19264000000000
19200000000000
19400000000000
19400000000000
19401400000000
19474390000000, 19464390000000
19412000000000
19470000000000
19470000000000
19475000000000
19420000000000
19450000000000
19432000000000
19421000000000
19421000000000
19421000000000
19421000000000
19400000000000
19400000000000
19405100000000
19402000000000
19410000000000
19400000000000, 19410000000000
19000000000000
19030000000000
19100000000000
19000000000000
19100000000000
19100000000000
19850000000000
19851400000000
19510000000000
19274000000000, 19264000000000
19610000000000, 19701000000000, 19010000000000
19100000000000
19100000000000
19100000000000
19400000000000
19750000000000
19500000000000
19510000000000
19500000000000
19500000000000
19200000000000
19214000000000
19270000000000
19271200000000
19500000000000
19670000000000
19195000000000
19100000000000
19000000000000, 19100000000000
19000000000000
19800000000000
19742000000000, 19642000000000
19700000000000, 19600000000000
19500000000000
19520000000000
19527000000000
19500000000000
19500000000000
19500000000000
19512740000000
19532000000000
19540000000000
19500000000000
19510000000000
19520000000000
19527000000000
19570000000000
19521000000000
19300000000000
19240000000000
19210000000000
19200000000000
19000000000000
19700000000000
19150000000000
19580000000000
19520000000000
19510000000000
19200000000000
19200000000000
19200000000000
19100000000000
19410000000000
19420000000000
19100000000000
19100000000000
19610000000000
19580000000000
19502000000000
19214000000000
19010000000000
19000000000000
19100000000000
19525900000000
19400000000000
19430000000000
19432000000000
19430000000000
19430200000000
19430200000000
19432000000000
19421000000000
19430000000000
19430000000000
19462000000000
19430000000000
19437070000000, 19436700000000, 19430700000000, 19437060000000, 19436600000000, 19430600000000
19432000000000
19430000000000
19438000000000
19438000000000
19438000000000
19438600000000, 19438700000000, 19438000000000
19438000000000, 19438100000000
19437000000000, 19436000000000, 19430000000000
19430000000000, 19431000000000
19430700000000, 19430600000000
19430000000000
19430700000000, 19430600000000
19430700000000, 19430600000000
19430200000000
19432000000000
19421000000000
19400000000000
19461000000000, 19470100000000, 19401000000000
19470000000000
19450000000000
19427000000000, 19426000000000
19400000000000
19440000000000
19460000000000
19400000000000
19480000000000
19400000000000
19400000000000
19430000000000
19430000000000
19470000000000, 19460000000000
19450000000000
19470000000000
19450000000000
19450000000000
19463000000000
19400000000000
19430000000000
19431000000000
19420000000000
19407100000000, 19406100000000
19400000000000
19400000000000
19402000000000
19400000000000
19400000000000
19053000000000
19052000000000
19640000000000
19640000000000
19640000000000
19640000000000
19640000000000
19020000000000
19012000000000
19012000000000
19100000000000
19100000000000
19000000000000, 19100000000000
19000000000000
19500000000000
19200000000000
19974000000000, 19964000000000
19974000000000, 19964000000000
19100000000000
19700000000000
19500000000000
19500000000000
19723000000000
19705000000000
19310000000000
19740000000000, 19640000000000
19520000000000
19210000000000
19210000000000
19210000000000
19210000000000
19210000000000
19410000000000
19629000000000
19100000000000
19120000000000
19010000000000
19000000000000
17000000000000, 16000000000000
17000000000000, 16000000000000
17130000000000, 16130000000000
17200000000000, 16200000000000
17394000000000, 16394000000000
17284000000000, 16284000000000
17400000000000, 16400000000000
17000000000000, 16000000000000
17200000000000, 16200000000000
17410000000000, 16741000000000, 17641000000000, 16410000000000
17410000000000, 16741000000000, 17641000000000, 16410000000000
17010000000000, 16010000000000
17014000000000, 16014000000000
17014000000000, 16014000000000
17620000000000, 16200000000000, 17020000000000, 16702000000000, 17020000000000, 16020000000000
17041000000000, 16041000000000
17040000000000, 16040000000000
17081000000000, 16081000000000
17030000000000, 16030000000000
17000000000000, 16000000000000
17500000000000, 16750000000000, 17650000000000, 16500000000000
17321000000000, 16732100000000, 17632100000000, 16321000000000
17410000000000, 16741000000000, 17641000000000, 16410000000000
17412000000000, 16741200000000, 17641200000000, 16412000000000
17424000000000, 16742400000000, 17642400000000, 16424000000000
17400000000000, 16740000000000, 17640000000000, 16400000000000
17400000000000, 16740000000000, 17640000000000, 16400000000000
10000000000000
10950000000000
10910000000000
10900000000000
10100000000000
10000000000000
10120000000000
10500000000000
10200000000000
10400000000000
10410000000000
10400000000000
10400000000000
10100000000000
10100000000000
10100000000000
10810000000000
10810000000000
10800000000000
10800000000000
10000000000000
17850000000000, 16850000000000
16000000000000, 17000000000000, 10000000000000
16000000000000, 17000000000000, 10000000000000
16700000000000, 17070000000000, 10700000000000, 16600000000000, 17060000000000, 10600000000000
16200000000000, 17020000000000, 10200000000000
16400000000000, 17040000000000, 10400000000000
16000000000000, 17000000000000, 10000000000000, 16100000000000, 17010000000000, 10100000000000
16947400000000, 17094740000000, 10947400000000
16000000000000, 17000000000000, 10000000000000
16392700000000, 17039270000000, 10392700000000
16000000000000, 17000000000000, 10000000000000
16595000000000, 17059500000000, 10595000000000
16200000000000, 17020000000000, 10200000000000
16296000000000, 17029600000000, 10296000000000, 16297000000000, 17029700000000, 10297000000000, 16290000000000, 17029000000000, 10290000000000
16400000000000, 17040000000000, 10400000000000
16020000000000, 17002000000000, 10020000000000
16000000000000, 17000000000000, 10000000000000
16500000000000, 17050000000000, 10500000000000
16500000000000, 17050000000000, 10500000000000
16500000000000, 17050000000000, 10500000000000
16300000000000, 17030000000000, 10300000000000
16200000000000, 17020000000000, 10200000000000
16740000000000, 17074000000000, 10740000000000, 16400000000000, 17064000000000, 10640000000000
16320000000000, 17032000000000, 10320000000000
16000000000000, 17000000000000, 10000000000000
16270000000000, 17027000000000, 10270000000000
16400000000000, 17040000000000, 10400000000000
16410000000000, 17041000000000, 10410000000000
16420000000000, 17042000000000, 10420000000000
16000000000000, 17000000000000, 10000000000000
16120000000000, 17012000000000, 10120000000000
16129470000000, 17012947000000, 10129470000000
16140000000000, 17014000000000, 10140000000000
16149470000000, 17014947000000, 10149470000000
16148000000000, 17014800000000, 10148000000000
16800000000000, 17080000000000, 10800000000000
16074000000000, 17074000000000, 10740000000000
10140000000000
10420000000000
10410000000000
10000000000000
10150000000000
10100000000000
17000000000000, 16000000000000
17500000000000, 16500000000000
17500000000000, 16500000000000
17502000000000, 16502000000000
17200000000000, 16200000000000
17400000000000, 16400000000000
17494700000000, 16494700000000
17410000000000, 16410000000000
17472610000000, 16472610000000, 17462610000000, 16462610000000, 17472701000000, 16472701000000, 17462701000000, 16462701000000, 17472010000000, 16472010000000, 17462010000000, 16462010000000
17452100000000, 16452100000000
17450000000000, 16450000000000
17450000000000, 16450000000000
17432000000000, 16432000000000
17432000000000, 16432000000000
17400000000000, 16400000000000
17402000000000, 16402000000000
17410000000000, 16410000000000
17000000000000, 16000000000000
17200000000000, 16200000000000
17020000000000, 16020000000000
17000000000000, 16000000000000
17521000000000, 16521000000000
17520000000000, 16520000000000
17540000000000, 16540000000000
17500000000000, 16500000000000
17500000000000, 16500000000000
17520000000000, 16520000000000
17320000000000, 16320000000000
17320000000000, 16320000000000
17410000000000, 16410000000000
17000000000000, 16000000000000
17520000000000, 16520000000000
17900000000000, 16900000000000
17900000000000, 16900000000000
17050000000000, 16050000000000
17700000000000, 16700000000000, 17600000000000, 16600000000000
17800000000000, 16800000000000
17390000000000, 16390000000000
17200000000000, 16200000000000
17400000000000, 16400000000000
17410000000000, 16410000000000
17410000000000, 16410000000000
17420000000000, 16420000000000
17400000000000, 16400000000000
17010000000000, 16010000000000
17100000000000, 16100000000000
17700000000000, 16700000000000
17841000000000, 16784100000000
17000000000000, 16700000000000
17410000000000, 16741000000000
17850000000000, 16785000000000
17880000000000, 16788000000000
17000000000000, 16700000000000
17520000000000, 16752000000000
17010000000000, 16701000000000
17019000000000, 16701900000000
17010000000000, 16701000000000
17400000000000, 16400000000000
17400000000000, 16400000000000
17400000000000, 16400000000000
17432000000000, 16432000000000
17400000000000, 16400000000000
17400000000000, 16400000000000
17400000000000, 16400000000000
17000000000000, 16000000000000
17100000000000, 16100000000000
17172020000000, 16172020000000, 17162020000000, 16162020000000
17120000000000, 16120000000000
17800000000000, 16800000000000
17200000000000, 16200000000000
17210000000000, 16210000000000
17900000000000, 16900000000000
10000000000000
10000000000000
16000000000000, 17000000000000, 10000000000000
10000000000000
14000000000000
16400000000000
17000000000000, 16000000000000
15000000000000
13000000000000
13000000000000
13100000000000
13200000000000
13670000000000, 13707000000000, 13070000000000, 13660000000000, 13706000000000, 13060000000000
13670000000000, 13707000000000, 13070000000000, 13660000000000, 13706000000000, 13060000000000
13070000000000, 13060000000000
13707000000000, 13670000000000, 13070000000000, 13706000000000, 13660000000000, 13060000000000
13707000000000, 13670000000000, 13070000000000, 13706000000000, 13660000000000, 13060000000000
13000000000000
13700000000000, 13600000000000
13700000000000, 13600000000000
13000000000000
13000000000000, 13100000000000
13000000000000
13000000000000
13700000000000, 13600000000000
13200000000000
13700000000000, 13600000000000
13600000000000, 13700000000000, 13000000000000
13700000000000, 13600000000000
13700000000000, 13600000000000
13000000000000, 13100000000000
13700000000000, 13600000000000
13100000000000
13770000000000, 13670000000000, 13760000000000, 13660000000000, 13700000000000, 13600000000000
13000000000000
13200000000000
13950000000000
13000000000000
13800000000000
13860000000000, 13870000000000, 13800000000000
13700000000000, 13600000000000, 13000000000000
13070000000000, 13060000000000
13000000000000
13020000000000
13070000000000, 13060000000000
13070000000000, 13060000000000
13020000000000
13000000000000
13000000000000
13000000000000
13200000000000
12000000000000
12700000000000, 12600000000000
12000000000000
10000000000000
14000000000000
10000000000000
11000000000000
11000000000000
10000000000000
10000000000000
10000000000000
17700000000000, 16700000000000, 17600000000000, 16600000000000
17700000000000, 16700000000000
11900000000000
11000000000000
11000000000000
11400000000000
11300000000000
11300000000000
11210000000000
11400000000000
11200000000000
11000000000000
11450000000000
11450000000000
11402000000000
11000000000000
11000000000000
11000000000000
11000000000000
11700000000000, 11600000000000
11710000000000, 11610000000000
11000000000000
11700000000000
11271200000000
11000000000000
11020000000000
11532000000000
11540000000000
11500000000000
11000000000000
11200000000000
11200000000000
11100000000000
11700000000000, 11600000000000
11000000000000
11000000000000
10000000000000
19000000000000
19000000000000
11600000000000
10000000000000
17700000000000, 17600000000000
17000000000000, 16000000000000
17250000000000, 16250000000000
15000000000000
15947000000000
15700000000000, 15600000000000
15000000000000
15410000000000
15000000000000
15000000000000
15320000000000
15320000000000
15340000000000
15321000000000
15000000000000
15094700000000
15094740000000
15020000000000
15094740000000
15012000000000
13000000000000
13000000000000
13000000000000
12000000000000
12600000000000
12420000000000
12000000000000
12100000000000
10000000000000
19600000000000
14000000000000
14510000000000
14510000000000
14510000000000
14320000000000
14320000000000
14000000000000
14020000000000
10000000000000
10200000000000
10200000000000
10000000000000
10000000000000
11260000000000
15000000000000
15000000000000
13000000000000
12300000000000
10000000000000
13000000000000
13000000000000
10000000000000
12700000000000, 12600000000000
17100000000000
17400000000000
17402000000000
13000000000000
13000000000000
17400000000000, 16400000000000
10000000000000
19000000000000
19000000000000
17000000000000, 16000000000000
10000000000000
15000000000000
17200000000000
15000000000000
15000000000000
12000000000000
12580000000000
19140000000000
10000000000000
10200000000000
17000000000000
16000000000000
16320000000000
16121000000000
17402000000000, 16402000000000
17200000000000, 16200000000000
17200000000000, 16200000000000
17202000000000, 16202000000000
17020000000000, 16020000000000
17020000000000, 16020000000000
15000000000000
15300000000000
15200000000000
15000000000000
15320000000000
15400000000000
15000000000000
15271200000000
13000000000000
13400000000000
12200000000000
12400000000000
12000000000000
15800000000000
15800000000000
15802000000000
15800000000000
15800000000000
15800000000000
15802000000000
15802000000000
15800000000000
13000000000000
13100000000000
13700000000000, 13600000000000
13100000000000
12000000000000
12000000000000
12000000000000
14000000000000
14620000000000
14210000000000
14210000000000
14200000000000
14720000000000
14200000000000
14200000000000
14200000000000
14200000000000
14200000000000
14200000000000
14202000000000
14202000000000
14170000000000, 14160000000000
14500000000000
14200000000000
14200000000000
14840000000000
10100000000000, 10100000000000
10100000000000, 10100000000000
10100000000000, 10100000000000
10200000000000, 10200000000000
10000000000000
19100000000000
11500000000000
12000000000000
10000000000000
10350000000000
18200000000000
18210000000000
18275000000000, 18265000000000
15000000000000
10000000000000
10300000000000, 10300000000000
19405100000000
19000000000000
19640000000000
19500000000000
19000000000000
11000000000000
17414000000000
10000000000000
15000000000000, 15100000000000
15270000000000
13074000000000
13400000000000
19500000000000
14200000000000
14000000000000, 14100000000000
14000000000000
16964000000000, 16970400000000, 16904000000000
16532000000000
16532000000000
16532000000000
10800000000000
18950000000000
18580000000000
18214000000000
18150000000000
18470000000000, 18460000000000
18110000000000
18510000000000
18510000000000
18514000000000
18210000000000
18570000000000, 18560000000000
18549600000000, 18549700000000, 18549000000000
18570000000000, 18560000000000
18510000000000
18514000000000
18514000000000
18200000000000
18421000000000
18421000000000
18500000000000
18000000000000
18720000000000
18800000000000
18800000000000
18570000000000
18560000000000
18320000000000
18000000000000
18590000000000
18270000000000
18220000000000
18200000000000
18430000000000
18409000000000
18400000000000
18470000000000, 18460000000000
18472000000000, 18462000000000
18410000000000
18400000000000
18040000000000
18640000000000
18640000000000
18190000000000
18120000000000
18120000000000
18000000000000
18050000000000
18050000000000
17000000000000
17100000000000
17700000000000
17000000000000
17622000000000
17200000000000
17220000000000
17200000000000
17900000000000
17910000000000
17400000000000
17420000000000
17410000000000
17450000000000
17450000000000
17000000000000
17100000000000
17190000000000
17100000000000
17120000000000
17042000000000
17000000000000
17900000000000
17920000000000
17900000000000
17950000000000
17950000000000
17927000000000
17500000000000, 17650000000000
17190000000000
17000000000000
17000000000000
17500000000000
17300000000000
17200000000000
17200000000000
17294100000000
17240000000000
17200000000000
17210000000000
17400000000000
17400000000000
17414000000000
17412000000000
17000000000000
17450000000000
17000000000000
17540000000000
17200000000000
17400000000000
17400000000000
17020000000000
17100000000000
17400000000000
17000000000000
17620000000000
17622000000000
17000000000000
17042000000000
17500000000000
17000000000000
