sound_d_ml8
00000000
10000000
16200000
10000000
34530000
13000000
26300000
26300000
22500000
26000000
22000000
26000000
45300000
41620000
43652000
41200000
42630000
43000000
53000000
54300000
53000000
53000000
53630000
55250000
56300000
52330000
55250000
63400000
63500000
63250000
62330000
62000000
65000000
65200000
65250000
62000000
62330000
62143000
63200000
20000000
25300000
20000000
25000000
25000000
24530000
25200000
10000000
10000000
13000000
13000000
13000000
13000000
13400000
13600000
13000000
16000000
12500000
14000000
14200000
15000000
15200000
15000000
15300000
16000000
16000000
16154000
16200000
16000000
16500000
16220000
16000000
12000000
12400000
12400000
12000000
12000000
12300000
13000000
13000000
13524000
13000000
13240000
13562000
13000000
13000000
15200000
10000000
10000000
10000000
11000000
12000000
10000000
10000000
13200000
15530000
15000000
16500000
12000000
12000000
12000000
12000000
13000000
13562000
13400000
13000000
13230000
12000000
10000000
15000000
15530000
15000000
13000000
10000000
15530000
15530000
15235000
15200000
13000000
10000000
15353400
15352000
15200000
13000000
13000000
13200000
13000000
16230000
16220000
16200000
12000000
14000000
10000000
12300000
13400000
13400000
13400000
13400000
13500000
13400000
13440000
13422000
13413000
13450000
13430000
13430000
13445000
13453000
13421600
13423000
13423600
13426500
13400000
13431000
13454200
13454200
13452000
13451000
13456000
13423600
13465000
13465500
13424500
13423000
13410000
13000000
13400000
13400000
13500000
13655000
13000000
13400000
13500000
13000000
13400000
13000000
13000000
13000000
13400000
13400000
13400000
13430000
13400000
13422000
13450000
13430000
13425000
13453000
13420000
13421600
13423600
13426500
13426500
13400000
13400000
13400000
13431000
13400000
13454200
13465000
13465000
13465500
13655000
13625510
13650000
13655000
13245000
10000000
10000000
16000000
11000000
12220000
13000000
13000000
13500000
13610000
10000000
14000000
12000000
12450000
13000000
12000000
14000000
14000000
14600000
14630000
14630000
14000000
14300000
14200000
14520000
14500000
14000000
14000000
14500000
14600000
14630000
14600000
14000000
14000000
14550000
14500000
14500000
14000000
14200000
14250000
14000000
15000000
15530000
15300000
15350000
15363000
15325000
15000000
15200000
15260000
15200000
16000000
16000000
16236000
16265100
16350000
16200000
16200000
16240000
16500000
16400000
16550000
16530000
16530000
16530000
16530000
16000000
16200000
16243000
16250000
16300000
16320000
12000000
12520000
13000000
10000000
13000000
13000000
14000000
14360000
14300000
15260000
12300000
13000000
13000000
13000000
16000000
12400000
14000000
14300000
14200000
14200000
15000000
15360000
15200000
15235000
14000000
12200000
13140000
13000000
13200000
12000000
11000000
12650000
12000000
14000000
14500000
14520000
14000000
14200000
14000000
14352600
14550000
14600000
14200000
14300000
14500000
14520000
14200000
14530000
15000000
15600000
15300000
15000000
10000000
12000000
13400000
14100000
14520000
14300000
15000000
15200000
15200000
13000000
16300000
16500000
13000000
13000000
12300000
14100000
14250000
15360000
12300000
10000000
13200000
14541000
16000000
16500000
16550000
16520000
16525000
16525000
16550000
16530000
16500000
16520000
16250000
16500000
16522000
16550000
16500000
16510000
16510000
16510000
16512000
16513200
16520000
16532000
16520000
16520000
16520000
